,ZipCode,Address,LandUse,OwnerType,LotArea,BldgArea,NumBldgs,UnitsRes,UnitsTotal,LotFront,BldgFront,AssessLand,AssessTot,YearBuilt,YearAlter,IfAlter,ResidFAR,CommFAR,FacilFAR,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_10,LandUse_11,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Population,PopDensity,MedIncome,AvgIncome,PerCapitaIncome,HighIncomeHouse,NumofHouses,NumofCondos,EduRate,UnemployedRate,MarriedRate,DivorcedRate,LandUseStr,Zone
31311,10027,58 WEST 125 STREET,4,P,2826,9012,1,6,8,28,28,148183,192657,1920,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31312,10027,60 WEST 125 STREET,4,P,2018,5192,1,0,2,20,20,49500,180000,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31313,10027,62 WEST 125 STREET,4,P,2876,9180,1,0,2,28.5,29,67500,351000,1910,1986,1,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31314,10027,64 WEST 125 STREET,5,P,5147,5147,1,0,2,51,51,104400,655650,1962,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31315,10027,68 WEST 125 STREET,5,P,2422,2422,1,0,1,24,24,49500,864000,1960,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31316,10027,70 WEST 125 STREET,4,P,1935,3783,1,0,3,19.17,19,130500,385650,1910,2005,1,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31317,10027,72 WEST 125 STREET,5,P,5634,11287,1,0,3,55.83,55.83,279000,1538550,2000,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31318,10027,290 LENOX AVENUE,4,P,8578,29057,1,0,9,100.92,100,688500,3788550,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31319,10035,2006 5 AVENUE,1,P,1560,3668,1,2,2,19.5,20,12742,27725,1910,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,1&2 Faml. ,East Harlem
31320,10035,2012 5 AVENUE,2,P,1417,3712,1,4,4,16.67,16.67,72141,142368,1910,1998,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Multi Faml. ,East Harlem
31321,10027,18 WEST 125 STREET,4,P,1892,7490,1,8,9,18.75,19,12486,72400,1909,1987,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31322,10027,46 WEST 125 STREET,4,P,1576,3809,1,4,5,15.58,15.58,13265,64064,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31323,10027,50 WEST 125 STREET,4,P,1576,5888,1,5,7,15.58,16,94443,118868,1910,2007,1,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31325,10027,300 LENOX AVENUE,5,P,6993,18630,1,0,9,74.92,75,495000,3924450,1900,1988,1,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31330,10027,55 WEST 125 STREET,5,P,19152,228017,1,0,31,175,175,693000,20246400,1974,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31331,10027,35 WEST 125 STREET,5,P,9992,17124,1,0,11,100,100,472050,1129050,1946,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31332,10027,33 WEST 125 STREET,6,P,1998,8778,1,0,1,20,20,45000,901350,1900,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Ind. & Mfg. ,Central Harlem
31333,10027,31 WEST 125 STREET,6,P,1998,7296,1,0,2,20,20,39150,129600,1915,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Ind. & Mfg. ,Central Harlem
31334,10027,17 WEST 125 STREET,4,P,11491,46200,1,48,56,115,115,321300,3235050,1900,1986,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31338,10035,2036 5 AVENUE,4,P,1700,9700,1,1,2,20,20,31904,78192,1910,2013,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Resi. & Cml.,East Harlem
31339,10035,2038 5 AVENUE,4,P,1700,5752,1,7,8,20,20,182184,253870,1910,1997,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Resi. & Cml.,East Harlem
31340,10035,2040 5 AVENUE,5,P,1771,1700,1,0,2,21,21,40050,297000,1993,0,0,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Cml. & Office,East Harlem
31341,10027,20 WEST 126 STREET,2,P,1873,3366,1,3,3,18.75,19,18163,67363,1910,2003,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31343,10027,26 WEST 126 STREET,2,P,1874,3165,1,3,3,18.75,19,10176,32419,1910,2002,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31344,10027,28 WEST 126 STREET,1,P,2448,2754,1,2,2,24.5,22,6721,27439,1909,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31346,10027,36 WEST 126 STREET,1,P,1874,2865,1,2,2,18.75,18.75,6548,27439,1910,1995,1,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31348,10027,42 WEST 126 STREET,2,P,1998,3054,1,4,4,20,20,15438,23372,1910,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31349,10027,44 WEST 126 STREET,2,P,1998,3054,1,4,4,20,20,57367,86850,1910,1997,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31350,10027,46 WEST 126 STREET,2,P,1998,3054,1,4,4,20,20,96163,132398,1910,1995,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31351,10027,50 WEST 126 STREET,1,P,1666,2547,1,2,2,16.67,16.67,6856,27439,1910,1995,1,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31352,10027,56 WEST 126 STREET,2,P,1666,2754,1,6,6,16.67,17,27098,42708,1910,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31354,10027,66 WEST 126 STREET,2,P,1874,3712,1,8,8,18.75,19,79028,125037,1910,2007,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31355,10027,68 WEST 126 STREET,2,P,1874,6990,1,6,6,18.75,19,40605,66999,1910,2015,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31356,10027,70 WEST 126 STREET,8,P,1249,2097,1,0,1,12.5,13,13950,35100,1940,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31357,10027,74 WEST 126 STREET,8,X,2498,7302,1,0,1,25,25,31950,105750,1910,1988,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31359,10027,80 WEST 126 STREET,8,P,4996,6879,1,0,1,50,50,55800,106650,1910,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31360,10027,310 LENOX AVENUE,5,P,8493,24597,1,0,5,99.92,85,296550,3646350,1940,2010,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31361,10027,29 WEST 125 STREET,4,P,1998,8834,1,3,4,20,20,90000,455850,1910,2014,1,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31362,10035,2034 5 AVENUE,4,P,1700,6040,1,8,9,20,20,90354,117617,1910,2005,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Resi. & Cml.,East Harlem
31363,10027,4 WEST 126 STREET,2,P,1763,3154,1,4,4,17.5,18,21646,28056,1910,2015,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31365,10027,32 WEST 126 STREET,2,P,1874,2685,1,3,3,18.75,18.75,8452,31555,1909,1998,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31366,10027,40 WEST 126 STREET,2,P,1998,6290,1,8,8,20,20,175492,460668,2013,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31367,10027,52 WEST 126 STREET,2,P,1666,2547,1,7,7,16.67,17,52124,82205,1909,1999,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31368,10027,58 WEST 126 STREET,1,P,1666,2754,1,2,2,16.67,16.67,6541,27439,1909,1996,1,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31370,10027,72 WEST 126 STREET,8,P,1249,2097,1,0,1,12.5,13,10800,30600,1910,1986,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31373,10027,318 LENOX AVENUE,4,P,2538,11325,1,12,13,33.83,34,13050,499950,1910,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31376,10027,75 WEST 126 STREET,2,P,1699,2346,1,4,4,17,17,36541,55573,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31377,10027,73 WEST 126 STREET,3,P,4961,11686,2,8,8,34,35,189900,1007100,2012,2012,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31378,10027,69 WEST 126 STREET,2,P,1791,3296,1,3,3,17.92,18,8312,64799,1909,2008,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31380,10027,63 WEST 126 STREET,4,X,1782,2460,1,5,6,17.83,18,21570,37407,1909,1986,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31382,10027,59 WEST 126 STREET,2,P,1782,2460,1,3,3,17.83,17.83,9037,30183,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31384,10027,53 WEST 126 STREET,2,P,1874,6008,1,8,8,18.75,18,125851,300756,2013,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31387,10027,45 WEST 126 STREET,2,P,2081,2548,1,4,4,20.83,21,64682,98107,1909,2001,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31388,10027,41 WEST 126 STREET,1,P,2081,2548,1,2,2,20.83,20.83,8395,27439,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31389,10027,39 WEST 126 STREET,2,P,2081,2548,1,4,4,20.83,21,68717,104226,1909,1986,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31390,10027,37 WEST 126 STREET,2,P,2081,2548,1,4,4,20.83,20.83,49048,74393,1909,1997,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31392,10027,33 WEST 126 STREET,2,P,1874,2832,1,4,4,18.75,19,12437,21006,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31393,10027,31 WEST 126 STREET,2,P,1874,3830,1,8,8,18.75,19,33396,71286,1910,2009,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31394,10027,27 WEST 126 STREET,2,P,1874,2832,1,3,3,18.75,18.75,9558,30868,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31396,10027,23 WEST 126 STREET,2,P,1749,2625,1,4,4,17.5,18,12376,18678,1909,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31398,10027,13 WEST 126 STREET,8,P,4996,13009,1,0,1,50,50,59850,146250,1923,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31400,10027,9 WEST 126 STREET,2,P,1666,3307,1,3,3,16.67,17,9982,31555,1909,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31401,10027,5 WEST 126 STREET,2,P,1666,2751,1,3,3,16.67,17,9010,31555,1909,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31402,10035,2042 5 AVENUE,3,P,8241,39888,1,48,48,74.92,75,109350,1047150,1940,1983,1,3.44,0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Multi Faml. w Elevator,East Harlem
31406,10027,12 WEST 127 STREET,2,P,1874,2532,1,3,3,18.75,18.75,10444,30183,1909,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31407,10027,14 WEST 127 STREET,3,P,4996,20310,1,24,24,50,50,42750,352350,1940,2003,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31408,10027,18 WEST 127 STREET,2,P,1873,4052,1,4,4,18.75,18.75,104101,143353,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31409,10027,22 WEST 127 STREET,2,P,1873,4052,1,4,4,18.75,18.75,104101,143353,1909,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31411,10027,26 WEST 127 STREET,8,P,2498,2115,1,0,1,25,18,31950,61650,1920,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31412,10027,28 WEST 127 STREET,3,P,4996,22668,1,24,24,50,50,33750,334350,1910,1997,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31414,10027,40 WEST 127 STREET,3,P,5296,22164,1,24,24,53,53,119250,1375200,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31415,10027,46 WEST 127 STREET,2,P,1799,2700,1,3,3,18,18,8523,30868,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31416,10027,56 WEST 127 STREET,2,P,2498,10428,1,12,12,25,25,11700,290700,1909,1996,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31417,10027,58 WEST 127 STREET,2,P,1874,2418,1,3,3,18.75,18.75,8056,24568,1909,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31418,10027,60 WEST 127 STREET,1,P,1873,2418,1,2,2,18.75,18.75,8453,27439,1920,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31420,10027,66 WEST 127 STREET,1,P,1874,3180,1,2,2,18.75,19,5751,18890,1909,2000,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31421,10027,70 WEST 127 STREET,2,P,1874,2418,1,3,3,18.75,18.75,9678,29496,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31422,10027,72 WEST 127 STREET,2,P,1874,2418,1,3,3,18.75,18.75,9678,29496,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31424,10027,78 WEST 127 STREET,1,P,1666,3332,1,2,2,16.67,17,8784,24552,1909,2001,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
