,AssessTot,LotArea,BldgArea,LotFront,BldgFront,ResidFAR,CommFAR,FacilFAR,YearBuilt,IfAlter,Central Harlem,Chelsea and Clinton,East Harlem,Gramercy Park and Murray Hill,Greenwich Village and Soho,Lower Manhattan,Lower East Side,Upper East Side,Upper West Side,Inwood and Washington Heights,LandUse_01,LandUse_02,LandUse_03,LandUse_04,LandUse_05,LandUse_06,LandUse_07,LandUse_08,LandUse_09,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X
37667,147512.0,1799.0,5095.0,18.0,18.0,3.44,0.0,6.5,1925.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37668,110448.0,1898.0,5340.0,19.0,19.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37669,358650.0,1898.0,5340.0,19.0,18.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37670,75184.0,1898.0,5340.0,19.0,19.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37671,48452.0,1799.0,3327.0,18.0,18.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37675,22711.0,1799.0,4080.0,18.0,18.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37677,71008.0,1898.0,4000.0,19.0,19.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37684,746100.0,2787.0,11450.0,35.5,30.0,3.44,0.0,6.5,1930.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37685,71022.0,1583.0,3421.0,20.17,20.17,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37686,142347.0,1583.0,3546.0,20.17,20.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37687,110254.0,1884.0,6268.0,24.0,24.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37688,120855.0,2298.0,5420.0,23.0,23.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37691,167634.0,2198.0,3956.0,22.0,22.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37692,28732.0,2198.0,4992.0,22.0,22.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37693,102142.0,2298.0,4050.0,23.0,23.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37700,186857.0,2107.0,3729.0,21.08,21.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37702,41020.0,2107.0,4972.0,21.08,21.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37704,83423.0,2107.0,6090.0,21.08,21.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37710,47229.0,2198.0,4575.0,22.0,22.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37711,271362.0,2298.0,5420.0,23.0,23.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37712,123977.0,1799.0,5419.0,18.0,18.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37715,15733.0,1749.0,3880.0,17.5,17.5,3.44,0.0,6.5,1899.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37716,36085.0,1799.0,3057.0,18.0,18.0,3.44,0.0,6.5,1912.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37720,50122.0,2107.0,3729.0,21.08,21.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37723,143100.0,2529.0,4428.0,22.5,22.0,3.44,0.0,6.5,1900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37729,116923.0,4147.0,15588.0,41.5,42.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37732,40098.0,1699.0,2913.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37733,32102.0,1699.0,2733.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37734,54401.0,1699.0,3644.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37735,65032.0,1699.0,3575.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37747,59529.0,1699.0,3608.0,17.0,17.0,3.44,0.0,6.5,1899.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37748,52357.0,1699.0,3732.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37753,36757.0,1699.0,2724.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37754,32347.0,1699.0,3632.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37755,36080.0,1782.0,2861.0,17.83,17.83,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37756,72976.0,1553.0,5460.0,20.0,20.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37760,71006.0,1508.0,5320.0,19.42,19.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37761,72478.0,1243.0,4720.0,16.0,16.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37765,57657.0,1699.0,2702.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37766,36633.0,1699.0,3620.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37768,36633.0,1699.0,2777.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37772,23288.0,1699.0,3680.0,17.0,17.0,3.44,0.0,6.5,1899.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37774,27297.0,1699.0,3400.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37775,38426.0,1699.0,2715.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37781,223650.0,1998.0,3654.0,20.0,20.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37783,41158.0,1998.0,4480.0,20.0,20.0,3.44,0.0,6.5,1899.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37784,43304.0,1699.0,2886.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37786,47638.0,1699.0,3111.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37787,45072.0,1699.0,3300.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37788,66080.0,1699.0,4000.0,17.0,17.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37790,697500.0,4147.0,13828.0,41.5,41.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37792,41767.0,1699.0,2913.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37796,60822.0,1699.0,3162.0,17.0,17.0,3.44,0.0,6.5,1932.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37802,32347.0,1699.0,3468.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37804,56807.0,1243.0,4560.0,16.0,16.0,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37806,50523.0,1243.0,4640.0,16.0,16.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37814,73444.0,1699.0,3000.0,17.0,17.0,3.44,0.0,6.5,1910.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37819,172972.0,4205.0,14715.0,42.08,42.0,3.44,0.0,6.5,1920.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37821,77324.0,1898.0,2895.0,19.0,19.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37832,39102.0,1815.0,2754.0,18.17,18.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37833,40382.0,1923.0,3048.0,19.25,19.25,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37837,55134.0,1815.0,4034.0,18.17,18.0,3.44,0.0,6.5,1920.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37839,61817.0,3231.0,4552.0,32.33,19.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37840,56136.0,1915.0,4187.0,19.17,19.0,3.44,0.0,6.5,1920.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37846,1016550.0,9992.0,63281.0,99.92,100.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37847,306450.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37848,758700.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37849,184500.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37850,184500.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37851,184500.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37852,184500.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37853,306000.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37854,306450.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37855,306000.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37856,347850.0,3830.0,15292.0,38.33,38.33,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37857,305100.0,3830.0,15292.0,38.33,38.33,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37858,292050.0,3830.0,15292.0,38.33,38.33,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37859,952650.0,3830.0,15292.0,38.33,38.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37860,1030950.0,9992.0,44721.0,99.92,88.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37863,177750.0,1815.0,4095.0,18.17,18.0,3.44,0.0,6.5,1926.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37867,56136.0,1915.0,4163.0,19.17,19.0,3.44,0.0,6.5,1926.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37869,2763900.0,19994.0,74304.0,99.92,54.0,3.44,0.0,6.5,1983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37870,394243.0,2498.0,9345.0,25.0,25.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37871,349650.0,2498.0,9345.0,25.0,25.0,3.44,0.0,6.5,1926.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37872,258750.0,4973.0,18690.0,50.0,50.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37873,360450.0,8366.0,31410.0,83.73,28.0,3.44,0.0,6.5,1926.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37874,527504.0,2781.0,10540.0,27.83,28.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37876,879750.0,8390.0,15960.0,84.0,84.0,3.44,0.0,6.5,1935.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37877,348300.0,2798.0,10703.0,28.0,28.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37878,327150.0,2798.0,10703.0,28.0,28.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37879,453076.0,2798.0,10615.0,28.0,28.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37882,443508.0,2798.0,10615.0,28.0,28.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37883,356400.0,2798.0,10703.0,28.0,28.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37884,1030500.0,9992.0,58569.0,99.92,98.0,3.44,0.0,6.5,1905.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37885,3772350.0,16486.0,28351.0,165.0,65.0,3.44,0.0,6.5,1992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37886,269100.0,5995.0,25410.0,60.0,60.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37887,216000.0,4996.0,20886.0,50.0,50.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37888,277200.0,3747.0,13136.0,37.5,37.5,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37889,496350.0,11241.0,47200.0,112.5,112.5,3.44,0.0,6.5,1910.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37890,318150.0,3747.0,13136.0,37.5,38.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37891,157950.0,3747.0,12945.0,37.5,37.5,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37892,157500.0,3747.0,12945.0,37.5,37.5,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37893,157950.0,3730.0,12945.0,37.33,37.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37895,7990650.0,84927.0,216247.0,475.0,82.5,3.44,0.0,6.5,1963.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37896,249750.0,2498.0,32799.0,25.0,24.0,3.44,0.0,6.5,1964.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37897,7860150.0,34970.0,212887.0,199.0,166.0,3.44,0.0,6.5,1964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37898,2815200.0,32470.0,44425.0,225.0,76.33,3.44,0.0,6.5,1900.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37899,7420950.0,59946.0,221013.0,199.83,161.0,3.44,0.0,6.5,1963.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37900,446850.0,4996.0,4996.0,50.0,50.0,3.44,0.0,6.5,1971.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37901,154800.0,2498.0,2418.0,25.0,25.0,3.44,0.0,6.5,1930.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37902,6728850.0,82429.0,219894.0,199.92,200.0,3.44,0.0,6.5,1963.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37903,383400.0,4996.0,11838.0,50.0,50.0,3.44,0.0,6.5,1940.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37904,6490350.0,29875.0,216247.0,199.83,162.0,3.44,0.0,6.5,1965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37906,4118850.0,74986.0,74444.0,375.0,266.0,3.44,0.0,6.5,1940.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37908,2442600.0,12490.0,69331.0,99.92,97.0,3.44,0.0,6.5,1950.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37909,610200.0,3750.0,15705.0,50.0,50.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37910,113344.0,1875.0,6705.0,25.0,25.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37911,79840.0,1869.0,8167.0,24.92,25.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37912,655200.0,7494.0,28200.0,75.0,75.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37913,1021050.0,4000.0,19333.0,40.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37914,419400.0,3992.0,17904.0,39.92,39.92,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37915,432900.0,3992.0,17904.0,39.92,39.92,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37916,1168650.0,4000.0,16430.0,40.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37917,882450.0,4000.0,11730.0,40.0,40.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37918,616950.0,4496.0,20008.0,45.0,45.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37919,543150.0,3997.0,16266.0,40.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37920,2532150.0,19981.0,81330.0,200.0,155.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37921,1100700.0,7993.0,34560.0,80.0,80.0,3.44,0.0,6.5,1940.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37922,1100700.0,7993.0,34560.0,80.0,80.0,3.44,0.0,6.5,1940.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37923,381600.0,3964.0,15516.0,40.0,40.0,3.44,0.0,6.5,1940.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37924,383400.0,3964.0,15516.0,40.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37925,1028250.0,4996.0,21678.0,50.0,50.0,3.44,0.0,6.5,1921.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37926,536400.0,4000.0,18818.0,100.0,88.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37927,810450.0,4000.0,16644.0,40.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37928,897750.0,3983.0,16554.0,39.83,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37929,828000.0,4000.0,16644.0,40.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37930,946350.0,4000.0,19664.0,100.0,40.0,3.44,0.0,6.5,1921.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37936,1690650.0,10891.0,13479.0,109.0,27.0,3.44,0.0,6.5,1948.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37937,395550.0,7494.0,13488.0,75.0,55.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37939,1590300.0,19983.0,90000.0,199.83,39.83,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37940,1181700.0,5146.0,29287.0,51.5,51.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37941,1112850.0,5096.0,29287.0,51.0,51.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37942,971100.0,5096.0,29287.0,51.0,51.0,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37943,783450.0,5146.0,21587.0,51.5,51.5,3.44,0.0,6.5,1920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
